"Filename","Total_Copies","Content_Status","Unique_Versions","File_Size_KB","Paths"
"MicroHydroV1_RnD_Export.xlsx","9","DIFFERENT VERSIONS","2","14.45","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_RnD_Export.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FULL_Workspace\Automation\MicroHydroV1_RnD_Export.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\03_Data\RnD_Workbook\MicroHydroV1_RnD_Export.xlsx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\automation\MicroHydroV1_RnD_Export.xlsx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\automation\MicroHydroV1_RnD_Export.xlsx; MicroHydroV1 — SoT\MicroHydroV1\automation\MicroHydroV1_RnD_Export.xlsx; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\automation\MicroHydroV1_RnD_Export.xlsx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\automation\MicroHydroV1_RnD_Export.xlsx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\automation\MicroHydroV1_RnD_Export.xlsx"
"MicroHydroV1_RnD_FullUpgrade.xlsx","3","IDENTICAL","1","15.78","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_RnD_FullUpgrade.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD\MicroHydroV1_RnD_FullUpgrade.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\03_Data\RnD_Workbook\MicroHydroV1_RnD_FullUpgrade.xlsx"
"MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_T002_v0.3.0.zip","6","IDENTICAL","1","42.59","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\zips\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_T002_v0.3.0.zip; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_T002_v0.3.0.zip; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_T002_v0.3.0.zip; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_T002_v0.3.0.zip; MicroHydroV1_Work\MasterIntegrated_Output\03_Packages_Original_Zips\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_T002_v0.3.0.zip; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_T002_v0.3.0.zip"
"MicroHydroV1_RUN3_AutoFill_Evidence_v0.3.0.zip","6","IDENTICAL","1","39.66","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\zips\MicroHydroV1_RUN3_AutoFill_Evidence_v0.3.0.zip; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_AutoFill_Evidence_v0.3.0.zip; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_v0.3.0.zip; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_v0.3.0.zip; MicroHydroV1_Work\MasterIntegrated_Output\03_Packages_Original_Zips\MicroHydroV1_RUN3_AutoFill_Evidence_v0.3.0.zip; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_v0.3.0.zip"
"MicroHydroV1_RUN3_DoAll_Templates_Plots (1).zip","5","IDENTICAL","1","38.53","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\zips\MicroHydroV1_RUN3_DoAll_Templates_Plots (1).zip; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_DoAll_Templates_Plots (1).zip; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_DoAll_Templates_Plots (1).zip; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_DoAll_Templates_Plots (1).zip; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_DoAll_Templates_Plots (1).zip"
"MicroHydroV1_RUN3_DoAll_Templates_Plots.zip","6","IDENTICAL","1","38.53","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\zips\MicroHydroV1_RUN3_DoAll_Templates_Plots.zip; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_DoAll_Templates_Plots.zip; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_DoAll_Templates_Plots.zip; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_DoAll_Templates_Plots.zip; MicroHydroV1_Work\MasterIntegrated_Output\03_Packages_Original_Zips\MicroHydroV1_RUN3_DoAll_Templates_Plots.zip; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_DoAll_Templates_Plots.zip"
"MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0 (1).docx","3","IDENTICAL","1","30","MICRO HYDRO NEW\MicroHydroV1 — Releases\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0 (1).docx; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — Releases\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0 (1).docx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö Releases\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0 (1).docx"
"MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx","7","IDENTICAL","1","30","MICRO HYDRO NEW\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\admin\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx"
"MicroHydroV1_StageB_Package.zip","2","IDENTICAL","1","80.82","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_StageB_Package.zip; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\09_Packages\original\MicroHydroV1_StageB_Package.zip"
"MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip","5","IDENTICAL","1","2017.09","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\zips\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip"
"MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa.zip","6","IDENTICAL","1","2017.09","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\zips\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa.zip; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa.zip; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa.zip; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa.zip; MicroHydroV1_Work\MasterIntegrated_Output\03_Packages_Original_Zips\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa.zip; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa.zip"
"migrate_add_run_id.py","6","IDENTICAL","1","4.75","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\tools\workflow\migrate_add_run_id.py; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\tools\workflow\migrate_add_run_id.py; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\tools\workflow\migrate_add_run_id.py; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\tools\workflow\migrate_add_run_id.py; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\tools\workflow\migrate_add_run_id.py; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RunID_Migrator_v0.3.0\MicroHydroV1\tools\workflow\migrate_add_run_id.py"
"Nozzle_9mm_PreSwirl_Design.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\10_Design_VNext\02_Nozzle_9mm_PreSwirl\Nozzle_9mm_PreSwirl_Design.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\10_Design_VNext\02_Nozzle_9mm_PreSwirl\Nozzle_9mm_PreSwirl_Design.docx"
"Nozzle_9mm_PreSwirl_Drawing.svg.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\10_Design_VNext\02_Nozzle_9mm_PreSwirl\Nozzle_9mm_PreSwirl_Drawing.svg.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\10_Design_VNext\02_Nozzle_9mm_PreSwirl\Nozzle_9mm_PreSwirl_Drawing.svg.docx"
"NOZZLE_DATA_RUN2.xlsx","2","IDENTICAL","1","8.27","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\07_Turbine_Optimization_Unit\NOZZLE_DATA_RUN2.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\07_Turbine_Optimization_Unit\NOZZLE_DATA_RUN2.xlsx"
"Nozzle_PreSwirl_BOM.xlsx","2","IDENTICAL","1","8.26","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\10_Design_VNext\02_Nozzle_9mm_PreSwirl\Nozzle_PreSwirl_BOM.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\10_Design_VNext\02_Nozzle_9mm_PreSwirl\Nozzle_PreSwirl_BOM.xlsx"
"Nozzle_Profile_Revolve.dxf","2","DIFFERENT VERSIONS","2","0.33","MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel\DXF\Nozzle_Profile_Revolve.dxf; MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel_v2\DXF_R12\Nozzle_Profile_Revolve.dxf"
"NOZZLE_Sweep_RUN2.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\07_Turbine_Optimization_Unit\NOZZLE_Sweep_RUN2.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\07_Turbine_Optimization_Unit\NOZZLE_Sweep_RUN2.docx"
"opt_config.json","6","IDENTICAL","1","1.22","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tools\optimize\opt_config.json; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\tools\optimize\opt_config.json; MicroHydroV1 — SoT\MicroHydroV1\tools\optimize\opt_config.json; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\tools\optimize\opt_config.json; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tools\optimize\opt_config.json; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\tools\optimize\opt_config.json"
"optimize_params.py","6","DIFFERENT VERSIONS","2","7.19","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tools\optimize\optimize_params.py; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\tools\optimize\optimize_params.py; MicroHydroV1 — SoT\MicroHydroV1\tools\optimize\optimize_params.py; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\tools\optimize\optimize_params.py; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tools\optimize\optimize_params.py; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\tools\optimize\optimize_params.py"
"Parametric_Values.md","2","DIFFERENT VERSIONS","2","1.11","MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel\Docs\Parametric_Values.md; MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel_v2\Docs\Parametric_Values.md"
"params.json","24","DIFFERENT VERSIONS","7","0.67","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD\params.json; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD\MicroHydroV1\CAD\params.json; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD (1)old\params.json; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD (1)old\MacroSuiteFull\params.json; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD_FIXED\params.json; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_FULL_Workspace\CAD\Params\params.json; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\params.json; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\params.json; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\01_CAD\params\params.json; MICRO HYDRO NEW\MicroHydroV1\cad\params\params.json; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\cad\macros\params.json; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\cad\params\params.json; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\cad\macros\params.json; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\cad\params\params.json; MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel\params.json; MICRO HYDRO NEW\MicroHydroV1_Shapr3D_ReferenceModel_v2\params.json; MicroHydroV1 — SoT\MicroHydroV1\cad\macros\params.json; MicroHydroV1 — SoT\MicroHydroV1\cad\params\params.json; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\cad\macros\params.json; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\cad\params\params.json; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\cad\macros\params.json; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\cad\params\params.json; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\cad\macros\params.json; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\cad\params\params.json"
"PASS_A_FULL_Populated_v2.docx","2","IDENTICAL","1","51.66","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\14_Reports\PASS_A_FULL_Populated_v2.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\14_Reports\PASS_A_FULL_Populated_v2.docx"
"PASS_A_FULL_RevA.docx","8","IDENTICAL","1","52.16","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\14_Reports\PASS_A_FULL_RevA.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\14_Reports\PASS_A_FULL_RevA.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\PASS_A_FULL_RevA.docx; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\docs\PASS_A_FULL_RevA.docx; MicroHydroV1 — SoT\MicroHydroV1\docs\PASS_A_FULL_RevA.docx; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\docs\PASS_A_FULL_RevA.docx; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\PASS_A_FULL_RevA.docx; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\docs\PASS_A_FULL_RevA.docx"
"PASS_A_FULL.docx","2","IDENTICAL","1","12.96","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\14_Reports\PASS_A_FULL.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\14_Reports\PASS_A_FULL.docx"
"patched_macros_with_params.zip","2","IDENTICAL","1","1.61","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\MicroHydroV1_CAD Archive\MicroHydroV1_CAD\patched_macros_with_params.zip; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\MicroHydroV1_\09_Packages\original\patched_macros_with_params.zip"
"Patent_Index.xlsx","2","IDENTICAL","1","8.26","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\12_Patents\Patent_Index.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\12_Patents\Patent_Index.xlsx"
"PATENT_PASSB_Full.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\12_Patents\PATENT_PASSB_Full.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\12_Patents\PATENT_PASSB_Full.docx"
"PENSTOCK_FLOW_DATA.xlsx","2","IDENTICAL","1","8.27","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\06_Penstock_Flow_Unit\PENSTOCK_FLOW_DATA.xlsx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\06_Penstock_Flow_Unit\PENSTOCK_FLOW_DATA.xlsx"
"PENSTOCK_Selection_RUN2.docx","2","IDENTICAL","1","12.88","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\06_Penstock_Flow_Unit\PENSTOCK_Selection_RUN2.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\06_Penstock_Flow_Unit\PENSTOCK_Selection_RUN2.docx"
"plot_t002_psd_peakiness.py","14","IDENTICAL","1","3.13","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\addons\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1_BACKUP_20260122_005746\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MicroHydroV1_Work\MasterIntegrated_Output\01_SharePoint_Libraries\MicroHydroV1 — SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py; MicroHydroV1_Work\MasterIntegrated_Output\_stage\top\MicroHydroV1 ΓÇö SoT\MicroHydroV1\MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0\MicroHydroV1\tools\plots\plot_t002_psd_peakiness.py"
"policy_config.json","2","IDENTICAL","1","0.95","MicroHydroV1_Work\MasterIntegrated_Output\05_Tools\policy_config.json; MicroHydroV1_Work\tools\policy_config.json"
"PowerAutomate_Flows_SoT_to_Release.md","2","IDENTICAL","1","0.7","MICRO HYDRO NEW\MicroHydroV1 — SoT\MicroHydroV1\docs\automation\PowerAutomate_Flows_SoT_to_Release.md; MicroHydroV1_Work\MasterIntegrated_Output\02_Canonical_Working_Tree\MicroHydroV1\docs\automation\PowerAutomate_Flows_SoT_to_Release.md"
"Program_Readout_Executive_Summary.docx","2","IDENTICAL","1","12.89","MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE\New Folder With Items\14_Reports\Program_Readout_Executive_Summary.docx; MICRO HYDRO NEW\MICRO HYDRO - OLD\RnD\MASTER_PRODUCTION_PACKAGE 2\14_Reports\Program_Readout_Executive_Summary.docx"
